tract_fips,num_killed,num_incidents,city_or_county,state,tract_square_mileage,2014_tract_population,2014_tract_population_black,2014_tract_population_over_age_25_with_no_hs_degree,2014_tract_population_below_poverty_line,,,,,,,,,,,
22017023700,4,3,Shreveport,Louisiana,2.04,"6,540",91.04%,21.96%,40.93%,,,,,,,,,,,
9003500100,4,4,Hartford,Connecticut,0.16,"3,845",17.71%,36.82%,45.23%,,,,,,,,,,,
9003503900,4,4,Hartford,Connecticut,0.69,"5,115",90.52%,17.79%,12.10%,,,,,,,,,,,
6053000701,4,2,Salinas,California,0.24,"6,122",0.21%,66.66%,41.23%,,,,,,,,,,,
6075016802,4,1,San Francisco,California,0.08,"2,957",9.33%,9.64%,19.17%,,,,,,,,,,,
18003003000,4,4,Fort Wayne,Indiana,0.81,"3,911",58.30%,34.82%,47.07%,,,,,,,,,,,
2020001802,4,3,Anchorage,Alaska,1.22,"5,513",4.37%,13.25%,14.42%,,,,,,,,,,,
2020002502,4,1,Anchorage,Alaska,2.06,"5,428",3.15%,5.88%,5.62%,,,,,,,,,,,
48141003000,4,4,El Paso,Texas,1.02,"4,285",3.80%,39.74%,45.58%,,,,,,,,,,,
22055001300,4,4,Lafayette,Louisiana,4.54,"4,840",65.48%,29.37%,36.45%,,,,,,,,,,,
6013382000,4,4,Richmond,California,0.74,"6,971",43.15%,24.17%,23.28%,,,,,,,,,,,
48027022104,4,1,Killeen,Texas,0.69,"3,897",29.89%,8.14%,30.41%,,,,,,,,,,,
47093006800,4,4,Knoxville,Tennessee,1.31,"5,261",68.62%,20.93%,56.45%,,,,,,,,,,,
12073000200,4,3,Tallahassee,Florida,1.75,"4,180",5.19%,1.79%,21.72%,,,,,,,,,,,
17201003200,4,3,Rockford,Illinois,0.56,"3,764",57.70%,25.05%,39.37%,,,,,,,,,,,
45019003600,4,3,North Charleston,South Carolina,0.67,"2,424",35.89%,20.06%,32.67%,,,,,,,,,,,
42043021300,4,4,Harrisburg,Pennsylvania,0.46,"6,417",39.05%,40.70%,52.59%,,,,,,,,,,,
12071000600,4,3,Fort Myers,Florida,1.73,"4,701",92.34%,31.50%,50.10%,,,,,,,,,,,
13245010400,4,4,Augusta,Georgia,1.87,"4,432",84.52%,39.06%,54.65%,,,,,,,,,,,
48183001300,4,4,Longview,Texas,1.23,"4,358",49.29%,37.24%,38.30%,,,,,,,,,,,
51730810500,4,3,Petersburg,Virginia,1.76,"4,590",87.63%,24.81%,39.43%,,,,,,,,,,,
6099000910,4,1,Modesto,California,0.74,"6,587",3.25%,21.38%,18.20%,,,,,,,,,,,
47125100800,4,4,Clarksville,Tennessee,1.51,"2,884",51.53%,22.78%,37.69%,,,,,,,,,,,
12103021200,4,4,Saint Petersburg,Florida,0.5,"3,953",88.29%,32.72%,45.94%,,,,,,,,,,,
45007000300,4,3,Anderson,South Carolina,2.28,"4,643",22.31%,9.01%,10.90%,,,,,,,,,,,
17167001600,4,4,Springfield,Illinois,1.16,"3,736",77.36%,24.13%,54.71%,,,,,,,,,,,
22109001700,4,4,Houma,Louisiana,42.38,"10,007",10.38%,12.05%,9.58%,,,,,,,,,,,
37155960801,4,4,Lumberton,North Carolina,10.08,"4,548",58.18%,27.66%,34.34%,,,,,,,,,,,
42045405300,4,4,Chester,Pennsylvania,0.28,"2,293",65.59%,23.24%,31.14%,,,,,,,,,,,
6095250106,4,2,Vallejo,California,7.3,"5,077",10.05%,5.33%,10.06%,,,,,,,,,,,
13217100100,4,2,Covington,Georgia,46.35,"11,098",22.30%,12.10%,9.80%,,,,,,,,,,,
42003551200,4,4,Mckeesport,Pennsylvania,0.51,"3,503",31.00%,15.87%,37.91%,,,,,,,,,,,
51770000900,4,3,Roanoke,Virginia,1.75,"5,880",74.13%,24.85%,39.57%,,,,,,,,,,,
13223120602,4,1,Douglasville,Georgia,8.93,"9,925",29.95%,10.69%,21.01%,,,,,,,,,,,
28047002300,4,3,Gulfport,Mississippi,0.97,"2,190",62.24%,23.44%,40.55%,,,,,,,,,,,
6013306003,4,3,Antioch,California,0.69,"5,225",13.11%,10.75%,22.81%,,,,,,,,,,,
51710005100,4,4,Chesapeake,Virginia,1.13,"4,900",80.37%,21.72%,37.59%,,,,,,,,,,,
24033802502,4,4,Capitol Heights,Maryland,0.39,"2,574",83.45%,19.06%,6.53%,,,,,,,,,,,
45091061301,4,1,Rock Hill,South Carolina,9.47,"4,737",60.38%,10.19%,10.39%,,,,,,,,,,,
53033030700,4,2,Auburn,Washington,0.6,"3,937",8.08%,19.56%,24.31%,,,,,,,,,,,
6037602508,4,2,Hawthorne,California,0.25,"6,927",28.89%,24.35%,17.61%,,,,,,,,,,,
12095011702,4,3,Orange (county),Florida,0.92,"3,752",97.39%,19.86%,38.25%,,,,,,,,,,,
28151000900,4,4,Greenville,Mississippi,1.31,"2,999",69.46%,17.72%,41.31%,,,,,,,,,,,
12099004702,4,1,Greenacres,Florida,1.02,"6,061",13.78%,25.28%,22.77%,,,,,,,,,,,
12105011902,4,2,Lakeland,Florida,6.48,"3,225",10.02%,12.69%,15.97%,,,,,,,,,,,
18089030300,4,4,East Chicago,Indiana,4.32,"2,653",75.01%,17.50%,58.95%,,,,,,,,,,,
45075010800,4,4,Orangeburg,South Carolina,28.66,"4,622",85.16%,24.34%,31.35%,,,,,,,,,,,
1097007600,4,3,Eight Mile (Prichard),Alabama,1.21,"2,097",96.80%,25.92%,47.78%,,,,,,,,,,,
35005000600,4,2,Roswell,New Mexico,7.77,"5,188",0.89%,43.70%,29.78%,,,,,,,,,,,
39035193900,4,2,Beachwood (Warrensville Heights),Ohio,2.11,"1,044",73.66%,27.83%,20.59%,,,,,,,,,,,
53021020100,4,4,Pasco,Washington,14.88,"10,068",0.90%,59.15%,20.96%,,,,,,,,,,,
2122000200,4,1,Kenai,Alaska,881.04,"5,723",0.61%,8.17%,6.29%,,,,,,,,,,,
6019007100,4,2,Selma,California,5.49,"7,839",0.65%,59.11%,40.16%,,,,,,,,,,,
12075970700,4,1,Inglis,Florida,93.43,"2,978",1.01%,16.36%,23.17%,,,,,,,,,,,
21235920200,4,1,Corbin,Kentucky,3.95,"2,917",0.00%,18.13%,19.92%,,,,,,,,,,,
34025805500,4,1,Long Branch,New Jersey,0.61,"3,724",25.78%,12.35%,13.53%,,,,,,,,,,,
36103159509,4,2,Mastic Beach,New York,0.97,"2,536",11.28%,11.49%,21.10%,,,,,,,,,,,
37169070504,4,1,Stokes County,North Carolina,15.37,"3,507",0.03%,13.32%,12.26%,,,,,,,,,,,
47081950200,4,2,Bon Aqua,Tennessee,73.65,"6,477",1.67%,27.20%,21.11%,,,,,,,,,,,
49057210600,4,1,Roy,Utah,1.6,"6,612",0.94%,8.46%,13.29%,,,,,,,,,,,
50023955400,4,1,Barre (Berlin),Vermont,14.42,"3,965",0.00%,5.78%,4.89%,,,,,,,,,,,
53053070310,4,2,Bonney Lake,Washington,2.17,"5,230",0.82%,10.30%,6.27%,,,,,,,,,,,
53007960400,4,1,Manson,Washington,52.88,"3,468",1.50%,22.92%,16.26%,,,,,,,,,,,
55139003000,4,1,Menasha,Wisconsin,0.6,"1,603",2.56%,7.36%,13.66%,,,,,,,,,,,
5119004303,4,2,Maumelle,Arkansas,16.9,"10,582",30.69%,5.72%,9.57%,,,,,,,,,,,
6107000900,4,3,Goshen,California,70.38,"9,186",1.91%,43.22%,22.59%,,,,,,,,,,,
22103040710,4,2,Slidell,Louisiana,2.82,"5,999",9.63%,12.34%,5.62%,,,,,,,,,,,
29189213900,4,4,Saint Louis (Wellston),Missouri,0.9,"1,865",98.28%,22.73%,59.79%,,,,,,,,,,,
29019001601,4,2,Boone (county),Missouri,19.56,"8,073",13.23%,7.11%,17.52%,,,,,,,,,,,
1007010004,4,3,Bibb (county),Alabama,194.76,"8,635",39.19%,28.34%,15.17%,,,,,,,,,,,
51067020101,4,2,Franklin (county),Virginia,29.97,"5,041",2.10%,13.68%,4.44%,,,,,,,,,,,
53073010200,4,3,Everson,Washington,69.98,"8,472",0.15%,13.70%,12.22%,,,,,,,,,,,
17031031200,3,2,Chicago,Illinois,0.13,"4,860",32.65%,21.33%,41.58%,,,,,,,,,,,
17031160100,3,1,Chicago,Illinois,0.23,"2,626",0.19%,17.16%,7.58%,,,,,,,,,,,
17031250400,3,2,Chicago,Illinois,0.51,"5,963",78.97%,18.81%,29.47%,,,,,,,,,,,
17031250700,3,3,Chicago,Illinois,0.26,"5,813",94.22%,22.26%,37.16%,,,,,,,,,,,
17031270500,3,3,Chicago,Illinois,0.22,"1,929",92.02%,28.94%,49.77%,,,,,,,,,,,
17031271200,3,2,Chicago,Illinois,0.13,"1,104",97.01%,27.41%,46.56%,,,,,,,,,,,
17031283800,3,3,Chicago,Illinois,0.15,"3,367",46.78%,13.01%,23.52%,,,,,,,,,,,
17031290900,3,3,Chicago,Illinois,0.39,"3,449",97.25%,27.43%,49.00%,,,,,,,,,,,
17031292400,3,2,Chicago,Illinois,0.13,"2,124",92.18%,28.89%,49.86%,,,,,,,,,,,
17031301200,3,3,Chicago,Illinois,0.19,"3,518",7.62%,51.45%,38.32%,,,,,,,,,,,
17031430400,3,3,Chicago,Illinois,0.21,"3,119",94.23%,19.78%,47.68%,,,,,,,,,,,
17031470100,3,3,Chicago,Illinois,0.61,"2,618",100.00%,21.84%,31.93%,,,,,,,,,,,
17031491000,3,1,Chicago,Illinois,0.49,"5,536",98.07%,21.83%,49.84%,,,,,,,,,,,
17031491100,3,2,Chicago,Illinois,0.51,"4,577",96.50%,9.93%,17.24%,,,,,,,,,,,
17031530200,3,3,Chicago,Illinois,0.5,"4,893",99.33%,24.10%,53.65%,,,,,,,,,,,
17031612000,3,2,Chicago,Illinois,0.13,"1,586",89.22%,18.67%,39.79%,,,,,,,,,,,
17031660900,3,3,Chicago,Illinois,0.7,"4,357",84.30%,14.80%,45.56%,,,,,,,,,,,
17031671500,3,3,Chicago,Illinois,0.29,"3,254",93.33%,32.63%,41.86%,,,,,,,,,,,
17031690400,3,3,Chicago,Illinois,0.25,"3,581",95.34%,14.63%,37.14%,,,,,,,,,,,
17031691200,3,3,Chicago,Illinois,0.39,"2,975",92.57%,19.43%,42.86%,,,,,,,,,,,
17031710400,3,3,Chicago,Illinois,0.39,"5,092",96.37%,14.29%,24.90%,,,,,,,,,,,
17031834600,3,2,Chicago,Illinois,0.6,"3,010",95.45%,17.47%,46.58%,,,,,,,,,,,
17031835500,3,1,Chicago,Illinois,0.35,"1,593",85.44%,26.26%,32.77%,,,,,,,,,,,
17031838700,3,3,Chicago,Illinois,0.25,"4,891",91.11%,27.81%,49.32%,,,,,,,,,,,
17031839100,3,2,Chicago,Illinois,0.46,"5,266",13.77%,6.73%,13.62%,,,,,,,,,,,
17031843800,3,3,Chicago,Illinois,0.51,"1,856",49.03%,32.56%,28.72%,,,,,,,,,,,
48201221200,3,1,Houston,Texas,0.97,"6,297",2.94%,50.91%,18.69%,,,,,,,,,,,
48201222503,3,2,Houston,Texas,0.66,"7,619",5.37%,71.54%,47.74%,,,,,,,,,,,
48201240100,3,3,Houston,Texas,1.38,"3,893",26.46%,40.59%,37.94%,,,,,,,,,,,
48201311500,3,2,Houston,Texas,0.9,"7,264",1.83%,48.39%,28.81%,,,,,,,,,,,
48201320200,3,3,Houston,Texas,1.54,"7,425",2.73%,44.46%,28.51%,,,,,,,,,,,
48201330200,3,2,Houston,Texas,1.71,"4,090",41.39%,34.21%,31.17%,,,,,,,,,,,
48201331100,3,3,Houston,Texas,1.25,"3,205",84.71%,31.09%,28.05%,,,,,,,,,,,
48201331800,3,3,Houston,Texas,0.89,"3,803",77.81%,21.98%,30.03%,,,,,,,,,,,
48201333201,3,3,Houston,Texas,0.44,"5,022",17.32%,44.13%,33.19%,,,,,,,,,,,
48201421300,3,3,Houston,Texas,0.57,"6,752",23.00%,33.97%,46.08%,,,,,,,,,,,
48201422500,3,3,Houston,Texas,0.71,"7,026",24.72%,30.79%,35.90%,,,,,,,,,,,
48201433202,3,2,Houston,Texas,0.44,"4,607",4.65%,33.49%,27.44%,,,,,,,,,,,
48201453700,3,3,Houston,Texas,0.9,"8,325",27.47%,31.20%,15.87%,,,,,,,,,,,
48201530700,3,2,Houston,Texas,1.08,"5,750",33.32%,44.36%,41.95%,,,,,,,,,,,
24005492002,3,1,Baltimore,Maryland,0.6,"3,942",17.07%,10.02%,9.79%,,,,,,,,,,,
24510090400,3,3,Baltimore,Maryland,0.14,"1,450",94.62%,24.04%,31.86%,,,,,,,,,,,
24510090600,3,2,Baltimore,Maryland,0.15,"2,947",96.37%,26.49%,18.46%,,,,,,,,,,,
24510090700,3,3,Baltimore,Maryland,0.17,"3,151",95.18%,33.57%,28.94%,,,,,,,,,,,
24510140300,3,3,Baltimore,Maryland,0.15,"2,663",89.71%,23.22%,38.75%,,,,,,,,,,,
24510150100,3,3,Baltimore,Maryland,0.14,"3,449",99.80%,34.79%,44.82%,,,,,,,,,,,
24510150200,3,3,Baltimore,Maryland,0.16,"2,734",98.06%,28.11%,24.80%,,,,,,,,,,,
24510151000,3,3,Baltimore,Maryland,0.57,"5,135",86.95%,17.11%,23.25%,,,,,,,,,,,
24510151100,3,3,Baltimore,Maryland,0.66,"6,983",89.89%,20.71%,18.33%,,,,,,,,,,,
24510160100,3,3,Baltimore,Maryland,0.15,"2,414",89.40%,25.49%,47.51%,,,,,,,,,,,
24510200300,3,3,Baltimore,Maryland,0.09,"1,764",70.80%,39.91%,48.30%,,,,,,,,,,,
24510250102,3,3,Baltimore,Maryland,0.29,"2,875",92.77%,10.95%,19.17%,,,,,,,,,,,
24510250205,3,3,Baltimore,Maryland,0.89,"4,765",54.48%,32.17%,27.64%,,,,,,,,,,,
24510250401,3,3,Baltimore,Maryland,0.46,"3,391",24.77%,38.99%,29.67%,,,,,,,,,,,
24510250500,3,3,Baltimore,Maryland,3.31,"6,044",28.92%,27.72%,29.15%,,,,,,,,,,,
24510260203,3,3,Baltimore,Maryland,0.34,"2,626",90.10%,11.64%,20.68%,,,,,,,,,,,
24510260301,3,2,Baltimore,Maryland,0.24,"4,574",93.31%,16.81%,28.38%,,,,,,,,,,,
24510270802,3,2,Baltimore,Maryland,0.43,"5,827",91.25%,15.10%,18.36%,,,,,,,,,,,
24510280404,3,2,Baltimore,Maryland,0.33,"2,368",94.26%,17.68%,23.69%,,,,,,,,,,,
36047001500,3,1,New York,New York,0.12,"5,240",22.67%,14.84%,25.00%,,,,,,,,,,,
36047030300,3,2,New York,New York,0.1,"5,189",84.60%,38.73%,53.54%,,,,,,,,,,,
36047057200,3,2,New York,New York,0.09,"4,561",58.85%,23.66%,41.37%,,,,,,,,,,,
36061021600,3,3,New York,New York,0.07,"8,421",59.33%,19.59%,23.55%,,,,,,,,,,,
29189210100,3,3,Saint Louis,Missouri,15.09,"6,682",63.93%,12.79%,27.39%,,,,,,,,,,,
29510105300,3,2,Saint Louis,Missouri,0.37,"2,359",92.96%,24.19%,37.56%,,,,,,,,,,,
29510107400,3,3,Saint Louis,Missouri,0.42,"2,873",97.60%,28.12%,41.39%,,,,,,,,,,,
29510110200,3,3,Saint Louis,Missouri,0.3,"2,420",99.05%,31.17%,41.20%,,,,,,,,,,,
29510111200,3,3,Saint Louis,Missouri,0.4,"1,110",92.52%,23.53%,51.80%,,,,,,,,,,,
29510111500,3,3,Saint Louis,Missouri,0.3,706,97.17%,11.55%,54.11%,,,,,,,,,,,
29510112300,3,3,Saint Louis,Missouri,0.33,"2,489",97.75%,17.45%,45.16%,,,,,,,,,,,
29510115600,3,3,Saint Louis,Missouri,0.71,"5,084",38.30%,27.70%,34.70%,,,,,,,,,,,
29510127600,3,2,Saint Louis,Missouri,1.15,"3,234",17.59%,4.33%,10.67%,,,,,,,,,,,
42101010100,3,3,Philadelphia,Pennsylvania,0.23,"5,377",83.95%,22.00%,33.57%,,,,,,,,,,,
42101010700,3,3,Philadelphia,Pennsylvania,0.18,"3,376",88.60%,35.47%,45.14%,,,,,,,,,,,
42101011200,3,2,Philadelphia,Pennsylvania,0.19,"4,921",96.26%,18.18%,35.42%,,,,,,,,,,,
42101017300,3,3,Philadelphia,Pennsylvania,0.34,"3,178",94.68%,20.59%,45.25%,,,,,,,,,,,
42101019900,3,3,Philadelphia,Pennsylvania,0.26,"4,886",35.35%,36.79%,58.94%,,,,,,,,,,,
42101033000,3,1,Philadelphia,Pennsylvania,0.28,"7,635",12.13%,16.92%,31.08%,,,,,,,,,,,
22071001301,3,3,New Orleans,Louisiana,0.23,"1,678",76.58%,24.53%,31.82%,,,,,,,,,,,
22071001724,3,3,New Orleans,Louisiana,1.45,"4,619",86.62%,14.60%,40.61%,,,,,,,,,,,
22071001725,3,3,New Orleans,Louisiana,0.84,"6,948",93.88%,19.17%,34.97%,,,,,,,,,,,
22071001746,3,2,New Orleans,Louisiana,0.66,"4,465",98.03%,23.33%,33.26%,,,,,,,,,,,
22071002000,3,3,New Orleans,Louisiana,0.16,"1,084",83.03%,24.76%,42.44%,,,,,,,,,,,
22071002700,3,3,New Orleans,Louisiana,0.14,"1,497",76.42%,19.12%,31.13%,,,,,,,,,,,
22071004000,3,3,New Orleans,Louisiana,0.19,"2,029",76.34%,21.63%,38.00%,,,,,,,,,,,
22071004401,3,3,New Orleans,Louisiana,0.17,"1,264",88.69%,21.36%,63.69%,,,,,,,,,,,
22071004900,3,3,New Orleans,Louisiana,0.37,"1,457",66.37%,23.99%,58.48%,,,,,,,,,,,
22071013900,3,2,New Orleans,Louisiana,0.2,"1,595",43.89%,8.69%,18.06%,,,,,,,,,,,
18097310306,3,3,Indianapolis,Indiana,2.01,"7,047",50.13%,27.68%,34.11%,,,,,,,,,,,
18097320903,3,3,Indianapolis,Indiana,0.86,"5,165",56.28%,25.31%,24.98%,,,,,,,,,,,
18097330202,3,3,Indianapolis,Indiana,4.06,"10,141",59.63%,10.98%,19.21%,,,,,,,,,,,
18097331000,3,3,Indianapolis,Indiana,1.04,"4,639",87.76%,13.46%,20.69%,,,,,,,,,,,
18097350100,3,3,Indianapolis,Indiana,0.63,"1,327",80.56%,17.79%,23.21%,,,,,,,,,,,
18097350400,3,3,Indianapolis,Indiana,0.54,"2,572",69.44%,19.34%,18.16%,,,,,,,,,,,
18097350500,3,3,Indianapolis,Indiana,0.62,"2,441",97.42%,25.91%,40.23%,,,,,,,,,,,
18097350600,3,3,Indianapolis,Indiana,0.93,"4,633",90.42%,16.17%,21.13%,,,,,,,,,,,
18097360102,3,3,Indianapolis,Indiana,1.02,"2,278",78.23%,18.29%,48.33%,,,,,,,,,,,
32003000700,3,3,Las Vegas,Nevada,0.57,"4,412",30.60%,30.77%,8.41%,,,,,,,,,,,
32003001502,3,3,Las Vegas,Nevada,0.52,"3,694",6.28%,28.68%,15.02%,,,,,,,,,,,
32003002404,3,1,Las Vegas,Nevada,0.26,"4,307",29.72%,34.69%,49.06%,,,,,,,,,,,
32003002847,3,1,Las Vegas,Nevada,3.01,"4,032",10.89%,11.80%,13.24%,,,,,,,,,,,
32003002954,3,3,Las Vegas,Nevada,0.37,"3,520",8.72%,17.83%,16.16%,,,,,,,,,,,
32003003253,3,3,Las Vegas,Nevada,0.72,"3,828",0.86%,13.25%,14.16%,,,,,,,,,,,
32003003408,3,2,Las Vegas,Nevada,0.78,"5,148",10.66%,8.22%,10.70%,,,,,,,,,,,
32003005840,3,2,Las Vegas,Nevada,46.57,"9,540",8.36%,5.51%,6.03%,,,,,,,,,,,
55079001200,3,3,Milwaukee,Wisconsin,0.47,"3,262",55.12%,34.29%,43.07%,,,,,,,,,,,
55079001500,3,3,Milwaukee,Wisconsin,0.57,"3,132",55.56%,25.29%,30.27%,,,,,,,,,,,
55079002400,3,3,Milwaukee,Wisconsin,0.45,"1,854",87.00%,30.19%,46.87%,,,,,,,,,,,
55079002700,3,2,Milwaukee,Wisconsin,0.27,"1,742",85.99%,19.83%,18.31%,,,,,,,,,,,
55079003000,3,3,Milwaukee,Wisconsin,0.51,"4,110",69.34%,12.83%,32.41%,,,,,,,,,,,
55079004200,3,3,Milwaukee,Wisconsin,0.27,"3,385",96.84%,25.99%,52.20%,,,,,,,,,,,
55079006100,3,3,Milwaukee,Wisconsin,0.2,"2,049",75.94%,12.46%,30.45%,,,,,,,,,,,
55079006200,3,3,Milwaukee,Wisconsin,0.18,"2,279",94.52%,21.53%,38.31%,,,,,,,,,,,
55079007000,3,2,Milwaukee,Wisconsin,0.26,"2,475",86.26%,28.14%,35.27%,,,,,,,,,,,
55079012200,3,3,Milwaukee,Wisconsin,0.19,"2,663",51.33%,32.35%,50.77%,,,,,,,,,,,
55079017600,3,2,Milwaukee,Wisconsin,0.18,"3,328",7.96%,41.64%,39.45%,,,,,,,,,,,
26163507900,3,3,Detroit,Michigan,0.41,"1,802",81.69%,15.18%,43.84%,,,,,,,,,,,
26163522300,3,3,Detroit,Michigan,0.64,"1,282",91.34%,26.85%,63.88%,,,,,,,,,,,
26163523400,3,1,Detroit,Michigan,0.3,"2,689",23.39%,51.10%,34.66%,,,,,,,,,,,
26163538700,3,2,Detroit,Michigan,0.5,"3,904",96.82%,16.25%,40.80%,,,,,,,,,,,
26163543700,3,2,Detroit,Michigan,0.51,"2,371",87.85%,36.67%,47.91%,,,,,,,,,,,
26163546400,3,3,Detroit,Michigan,0.25,"1,372",95.04%,14.70%,45.26%,,,,,,,,,,,
6037229100,3,2,Los Angeles,California,0.18,"4,611",7.03%,64.80%,35.61%,,,,,,,,,,,
47157006500,3,3,Memphis,Tennessee,0.82,"2,927",96.82%,18.97%,33.11%,,,,,,,,,,,
47157008000,3,3,Memphis,Tennessee,1.04,"5,472",73.12%,15.23%,28.86%,,,,,,,,,,,
47157008800,3,2,Memphis,Tennessee,1.19,"6,931",13.27%,43.85%,37.83%,,,,,,,,,,,
47157009400,3,1,Memphis,Tennessee,0.79,"3,512",7.20%,3.00%,9.28%,,,,,,,,,,,
47157010820,3,3,Memphis,Tennessee,0.87,"4,783",75.45%,8.38%,21.85%,,,,,,,,,,,
47157011100,3,1,Memphis,Tennessee,1.58,"1,740",99.48%,27.38%,39.08%,,,,,,,,,,,
47157021342,3,2,Memphis,Tennessee,6.08,"9,406",38.55%,2.96%,7.86%,,,,,,,,,,,
11001004802,3,3,Washington,District of Columbia,0.11,"3,313",48.66%,17.92%,21.94%,,,,,,,,,,,
11001006400,3,3,Washington,District of Columbia,0.27,"1,986",89.73%,25.74%,46.98%,,,,,,,,,,,
11001007406,3,2,Washington,District of Columbia,0.14,"3,129",96.42%,20.71%,38.48%,,,,,,,,,,,
11001007408,3,3,Washington,District of Columbia,0.15,"3,357",98.48%,21.79%,42.03%,,,,,,,,,,,
11001007503,3,3,Washington,District of Columbia,0.19,"2,612",97.89%,17.45%,47.09%,,,,,,,,,,,
11001007603,3,3,Washington,District of Columbia,0.47,"3,632",80.62%,9.87%,14.81%,,,,,,,,,,,
11001007703,3,3,Washington,District of Columbia,0.39,"4,883",98.53%,22.17%,45.28%,,,,,,,,,,,
11001007707,3,3,Washington,District of Columbia,0.33,"4,392",95.33%,12.52%,20.01%,,,,,,,,,,,
11001007803,3,3,Washington,District of Columbia,0.39,"3,006",92.51%,16.40%,21.36%,,,,,,,,,,,
39035116500,3,1,Cleveland,Ohio,0.31,"2,024",99.21%,20.78%,36.41%,,,,,,,,,,,
39035120500,3,3,Cleveland,Ohio,0.28,"2,725",94.13%,22.39%,41.80%,,,,,,,,,,,
39035121100,3,2,Cleveland,Ohio,0.26,"2,249",98.40%,24.65%,43.22%,,,,,,,,,,,
39035123601,3,1,Cleveland,Ohio,0.49,"3,017",8.39%,5.26%,8.95%,,,,,,,,,,,
39035137101,3,1,Cleveland,Ohio,2,"2,512",7.84%,12.49%,17.04%,,,,,,,,,,,
39049005610,3,2,Columbus,Ohio,0.24,"1,833",68.79%,26.27%,40.26%,,,,,,,,,,,
39049005620,3,3,Columbus,Ohio,0.28,"2,611",33.36%,31.39%,43.28%,,,,,,,,,,,
39049007520,3,3,Columbus,Ohio,0.98,"3,244",67.88%,22.32%,51.66%,,,,,,,,,,,
39049008210,3,3,Columbus,Ohio,2.88,"2,100",15.19%,29.41%,38.10%,,,,,,,,,,,
39049009373,3,3,Columbus,Ohio,1.21,"6,327",69.53%,12.01%,33.93%,,,,,,,,,,,
13121002400,3,3,Atlanta,Georgia,0.52,"1,774",96.96%,14.18%,27.51%,,,,,,,,,,,
13121004300,3,3,Atlanta,Georgia,0.24,"2,646",68.03%,3.15%,16.93%,,,,,,,,,,,
13121005700,3,3,Atlanta,Georgia,0.32,"1,768",97.68%,24.63%,47.91%,,,,,,,,,,,
13121010507,3,3,Atlanta,Georgia,2.67,"8,171",93.42%,21.87%,30.50%,,,,,,,,,,,
48029121403,3,3,San Antonio,Texas,1.71,"5,446",24.73%,16.59%,24.40%,,,,,,,,,,,
48029141102,3,3,San Antonio,Texas,0.59,"3,464",7.45%,28.85%,35.57%,,,,,,,,,,,
29095001800,3,3,Kansas City,Missouri,0.38,"2,334",32.05%,36.62%,43.62%,,,,,,,,,,,
29095001900,3,3,Kansas City,Missouri,0.67,"2,778",29.01%,47.12%,32.72%,,,,,,,,,,,
29095006100,3,2,Kansas City,Missouri,0.52,"2,427",80.92%,22.20%,47.22%,,,,,,,,,,,
29095016900,3,3,Kansas City,Missouri,0.5,"2,092",92.59%,20.64%,35.28%,,,,,,,,,,,
48113008704,3,2,Dallas,Texas,0.9,"3,083",92.90%,26.96%,33.80%,,,,,,,,,,,
48113011103,3,3,Dallas,Texas,0.84,"3,514",41.09%,41.36%,33.47%,,,,,,,,,,,
48113017102,3,1,Dallas,Texas,11.18,"4,565",18.55%,50.57%,21.86%,,,,,,,,,,,
48113018503,3,2,Dallas,Texas,0.28,"5,404",64.84%,19.12%,36.82%,,,,,,,,,,,
6001400700,3,1,Oakland,California,0.34,"4,396",43.65%,6.71%,18.93%,,,,,,,,,,,
6001401000,3,3,Oakland,California,0.44,"5,505",41.00%,12.96%,29.61%,,,,,,,,,,,
6001409000,3,3,Oakland,California,6.54,"4,037",37.01%,26.21%,23.58%,,,,,,,,,,,
1073001200,3,3,Birmingham,Alabama,3.31,"2,978",86.03%,20.72%,27.37%,,,,,,,,,,,
1073002000,3,3,Birmingham,Alabama,1.39,"3,651",73.76%,23.42%,37.85%,,,,,,,,,,,
1073003700,3,3,Birmingham,Alabama,0.93,"4,627",91.61%,20.65%,24.27%,,,,,,,,,,,
1073005200,3,3,Birmingham,Alabama,1.77,"3,556",97.83%,15.77%,33.18%,,,,,,,,,,,
21111000200,3,2,Louisville,Kentucky,1.14,"2,792",20.45%,30.84%,39.54%,,,,,,,,,,,
21111001100,3,3,Louisville,Kentucky,0.54,"3,316",94.93%,11.70%,23.91%,,,,,,,,,,,
21111001600,3,2,Louisville,Kentucky,0.38,"2,459",88.13%,31.06%,40.75%,,,,,,,,,,,
21111012106,3,3,Louisville,Kentucky,2.13,"7,975",3.49%,10.57%,7.77%,,,,,,,,,,,
21111012801,3,2,Louisville,Kentucky,1.26,"3,438",80.16%,16.68%,33.16%,,,,,,,,,,,
4013082008,3,2,Phoenix,Arizona,0.5,"5,712",8.63%,40.46%,30.88%,,,,,,,,,,,
22033001104,3,1,Baton Rouge,Louisiana,1,"4,381",93.31%,28.44%,50.83%,,,,,,,,,,,
22033003103,3,2,Baton Rouge,Louisiana,1.32,"1,591",92.39%,29.41%,28.22%,,,,,,,,,,,
22033003300,3,3,Baton Rouge,Louisiana,1.76,"5,303",97.85%,17.16%,38.73%,,,,,,,,,,,
22033003400,3,3,Baton Rouge,Louisiana,1.73,"5,512",93.12%,24.76%,31.77%,,,,,,,,,,,
22033004011,3,3,Baton Rouge,Louisiana,6.72,"6,160",40.45%,17.45%,39.50%,,,,,,,,,,,
