state,city_or_county,num_killed,num_incidents,num_killed_ranking,running_total_num_killed,running_total_percent_of_all_killed,running_total_num_incidents,running_total_percent_of_all_incidents
Pennsylvania,Coatesville (Valley Twp),2,1,"1,251",10671,81.66%,9318,80.18%
Pennsylvania,Dillsburg,2,1,"1,252",10673,81.68%,9319,80.19%
Pennsylvania,Dover,2,1,"1,253",10675,81.69%,9320,80.20%
Pennsylvania,Dushore (Wilmot Township),2,1,"1,254",10677,81.71%,9321,80.21%
Pennsylvania,Eagleview,2,1,"1,255",10679,81.72%,9322,80.22%
Pennsylvania,Easton,2,2,"1,256",10681,81.74%,9324,80.23%
Pennsylvania,Granville,2,1,"1,257",10683,81.76%,9325,80.24%
Pennsylvania,Holland,2,1,"1,258",10685,81.77%,9326,80.25%
Pennsylvania,Homestead,2,2,"1,259",10687,81.79%,9328,80.27%
Pennsylvania,Jeannette,2,2,"1,260",10689,81.80%,9330,80.29%
Pennsylvania,Johnstown,2,2,"1,261",10691,81.82%,9332,80.30%
Pennsylvania,Monroeville,2,2,"1,262",10693,81.83%,9334,80.32%
Pennsylvania,Montgomery Township,2,1,"1,263",10695,81.85%,9335,80.33%
Pennsylvania,Mount Gretna,2,1,"1,264",10697,81.86%,9336,80.34%
Pennsylvania,Nanty Glo (Nanty-Glo),2,1,"1,265",10699,81.88%,9337,80.35%
Pennsylvania,Needmore,2,1,"1,266",10701,81.89%,9338,80.35%
Pennsylvania,Pottstown (Stowe),2,1,"1,267",10703,81.91%,9339,80.36%
Pennsylvania,Reading (Mount Penn),2,1,"1,268",10705,81.92%,9340,80.37%
Pennsylvania,Salem Township,2,1,"1,269",10707,81.94%,9341,80.38%
Pennsylvania,Upper Darby,2,2,"1,270",10709,81.95%,9343,80.40%
Pennsylvania,Uwchlan Township,2,1,"1,271",10711,81.97%,9344,80.41%
Pennsylvania,Washington,2,2,"1,272",10713,81.99%,9346,80.42%
Pennsylvania,Waterford,2,1,"1,273",10715,82.00%,9347,80.43%
Pennsylvania,West Mifflin,2,2,"1,274",10717,82.02%,9349,80.45%
Pennsylvania,Westfall Township,2,1,"1,275",10719,82.03%,9350,80.46%
Pennsylvania,Wilkes-Barre,2,2,"1,276",10721,82.05%,9352,80.48%
Rhode Island,Newport,2,1,"1,277",10723,82.06%,9353,80.48%
South Carolina,Aiken (county),2,1,"1,278",10725,82.08%,9354,80.49%
South Carolina,Anderson (county),2,2,"1,279",10727,82.09%,9356,80.51%
South Carolina,Beech Island,2,2,"1,280",10729,82.11%,9358,80.53%
South Carolina,Bennettsville,2,2,"1,281",10731,82.12%,9360,80.54%
South Carolina,Blacksburg,2,1,"1,282",10733,82.14%,9361,80.55%
South Carolina,Burton,2,2,"1,283",10735,82.15%,9363,80.57%
South Carolina,Calhoun Falls,2,2,"1,284",10737,82.17%,9365,80.59%
South Carolina,Chesterfield (county),2,1,"1,285",10739,82.18%,9366,80.60%
South Carolina,Clinton,2,2,"1,286",10741,82.20%,9368,80.61%
South Carolina,Eutawville,2,1,"1,287",10743,82.21%,9369,80.62%
South Carolina,Fairfield County,2,2,"1,288",10745,82.23%,9371,80.64%
South Carolina,Gaston,2,2,"1,289",10747,82.25%,9373,80.66%
South Carolina,Goose Creek,2,2,"1,290",10749,82.26%,9375,80.67%
South Carolina,Hartsville,2,2,"1,291",10751,82.28%,9377,80.69%
South Carolina,Hollywood,2,2,"1,292",10753,82.29%,9379,80.71%
South Carolina,Irmo,2,2,"1,293",10755,82.31%,9381,80.72%
South Carolina,Lake City,2,2,"1,294",10757,82.32%,9383,80.74%
South Carolina,Leesville,2,1,"1,295",10759,82.34%,9384,80.75%
South Carolina,Lexington (county),2,2,"1,296",10761,82.35%,9386,80.77%
South Carolina,Loris,2,2,"1,297",10763,82.37%,9388,80.78%
South Carolina,Mauldin,2,1,"1,298",10765,82.38%,9389,80.79%
South Carolina,New Ellenton,2,2,"1,299",10767,82.40%,9391,80.81%
South Carolina,North Augusta,2,2,"1,300",10769,82.41%,9393,80.83%
South Carolina,Okatie,2,2,"1,301",10771,82.43%,9395,80.85%
South Carolina,Pickens (county),2,1,"1,302",10773,82.44%,9396,80.85%
South Carolina,Seneca,2,2,"1,303",10775,82.46%,9398,80.87%
South Carolina,Simpsonville,2,2,"1,304",10777,82.47%,9400,80.89%
South Carolina,Sumter County,2,2,"1,305",10779,82.49%,9402,80.91%
South Carolina,Union,2,2,"1,306",10781,82.51%,9404,80.92%
South Carolina,Walterboro,2,2,"1,307",10783,82.52%,9406,80.94%
South Carolina,Westminster,2,2,"1,308",10785,82.54%,9408,80.96%
South Dakota,Lennox,2,1,"1,309",10787,82.55%,9409,80.97%
South Dakota,Sioux Falls,2,2,"1,310",10789,82.57%,9411,80.98%
Tennessee,Celina,2,1,"1,311",10791,82.58%,9412,80.99%
Tennessee,Clay County,2,1,"1,312",10793,82.60%,9413,81.00%
Tennessee,Cordova,2,2,"1,313",10795,82.61%,9415,81.02%
Tennessee,Dickson,2,1,"1,314",10797,82.63%,9416,81.03%
Tennessee,Gibson (county),2,1,"1,315",10799,82.64%,9417,81.03%
Tennessee,Goodlettsville,2,2,"1,316",10801,82.66%,9419,81.05%
Tennessee,Hixson,2,1,"1,317",10803,82.67%,9420,81.06%
Tennessee,Kingsport,2,2,"1,318",10805,82.69%,9422,81.08%
Tennessee,La Follette (LaFollette),2,2,"1,319",10807,82.70%,9424,81.09%
Tennessee,Maryville,2,1,"1,320",10809,82.72%,9425,81.10%
Tennessee,McDonald,2,1,"1,321",10811,82.74%,9426,81.11%
Tennessee,Monterey,2,1,"1,322",10813,82.75%,9427,81.12%
Tennessee,Morristown,2,2,"1,323",10815,82.77%,9429,81.14%
Tennessee,Murfreesboro,2,2,"1,324",10817,82.78%,9431,81.15%
Tennessee,Perry County,2,1,"1,325",10819,82.80%,9432,81.16%
Tennessee,Ripley,2,2,"1,326",10821,82.81%,9434,81.18%
Tennessee,Sparta,2,1,"1,327",10823,82.83%,9435,81.19%
Tennessee,Taft,2,1,"1,328",10825,82.84%,9436,81.20%
Tennessee,Weakley (county),2,1,"1,329",10827,82.86%,9437,81.21%
Texas,Atascosa County,2,2,"1,330",10829,82.87%,9439,81.22%
Texas,Bastrop,2,2,"1,331",10831,82.89%,9441,81.24%
Texas,Baton Rogue,2,1,"1,332",10833,82.90%,9442,81.25%
Texas,Ben Bolt,2,1,"1,333",10835,82.92%,9443,81.26%
Texas,Benbrook,2,1,"1,334",10837,82.93%,9444,81.27%
Texas,Bryan,2,2,"1,335",10839,82.95%,9446,81.28%
Texas,Channelview,2,2,"1,336",10841,82.96%,9448,81.30%
Texas,Cherokee (county),2,2,"1,337",10843,82.98%,9450,81.32%
Texas,Cleveland,2,2,"1,338",10845,83.00%,9452,81.34%
Texas,College Station,2,2,"1,339",10847,83.01%,9454,81.35%
Texas,Copperas Cove,2,2,"1,340",10849,83.03%,9456,81.37%
Texas,Coryell County,2,1,"1,341",10851,83.04%,9457,81.38%
Texas,Dayton,2,1,"1,342",10853,83.06%,9458,81.39%
Texas,Duncanville,2,2,"1,343",10855,83.07%,9460,81.40%
Texas,Fort Bend (county),2,2,"1,344",10857,83.09%,9462,81.42%
Texas,Fort Bend County,2,1,"1,345",10859,83.10%,9463,81.43%
Texas,Freestone County,2,1,"1,346",10861,83.12%,9464,81.44%
Texas,Galveston,2,2,"1,347",10863,83.13%,9466,81.46%
Texas,Gatesville,2,1,"1,348",10865,83.15%,9467,81.46%
Texas,Gregg (county),2,2,"1,349",10867,83.16%,9469,81.48%
Texas,Grulla (La Grulla),2,1,"1,350",10869,83.18%,9470,81.49%
Texas,Harker Heights,2,2,"1,351",10871,83.19%,9472,81.51%
Texas,Humble (Atascocita),2,2,"1,352",10873,83.21%,9474,81.52%
Texas,Huntsville,2,2,"1,353",10875,83.22%,9476,81.54%
Texas,Hurst,2,2,"1,354",10877,83.24%,9478,81.56%
Texas,Johnson County,2,2,"1,355",10879,83.26%,9480,81.58%
Texas,Juarez,2,1,"1,356",10881,83.27%,9481,81.59%
Texas,Kingwood,2,1,"1,357",10883,83.29%,9482,81.59%
Texas,Lancaster,2,2,"1,358",10885,83.30%,9484,81.61%
Texas,Leander,2,1,"1,359",10887,83.32%,9485,81.62%
Texas,Levelland,2,2,"1,360",10889,83.33%,9487,81.64%
Texas,Live Oak (county),2,1,"1,361",10891,83.35%,9488,81.65%
Texas,Mcallen,2,1,"1,362",10893,83.36%,9489,81.65%
Texas,Mission,2,2,"1,363",10895,83.38%,9491,81.67%
Texas,Nacogdoches (county),2,1,"1,364",10897,83.39%,9492,81.68%
Texas,Naples,2,2,"1,365",10899,83.41%,9494,81.70%
Texas,New Braunfels,2,2,"1,366",10901,83.42%,9496,81.71%
Texas,Pasadena,2,2,"1,367",10903,83.44%,9498,81.73%
Texas,Pittsburgh,2,1,"1,368",10905,83.45%,9499,81.74%
Texas,Plano,2,2,"1,369",10907,83.47%,9501,81.76%
Texas,Quanah,2,1,"1,370",10909,83.49%,9502,81.77%
Texas,Roma,2,2,"1,371",10911,83.50%,9504,81.78%
Texas,Rusk,2,2,"1,372",10913,83.52%,9506,81.80%
Texas,San Elizario,2,1,"1,373",10915,83.53%,9507,81.81%
Texas,Smith County,2,1,"1,374",10917,83.55%,9508,81.82%
Texas,Sulphur Springs,2,2,"1,375",10919,83.56%,9510,81.83%
Texas,Sunset,2,1,"1,376",10921,83.58%,9511,81.84%
Texas,The Colony,2,2,"1,377",10923,83.59%,9513,81.86%
Texas,Tomball,2,2,"1,378",10925,83.61%,9515,81.88%
Texas,Trinity,2,1,"1,379",10927,83.62%,9516,81.89%
Texas,Victoria,2,2,"1,380",10929,83.64%,9518,81.90%
Texas,Von Ormy,2,2,"1,381",10931,83.65%,9520,81.92%
Texas,Wylie,2,1,"1,382",10933,83.67%,9521,81.93%
Utah,Draper,2,2,"1,383",10935,83.68%,9523,81.95%
Utah,Fruitland,2,1,"1,384",10937,83.70%,9524,81.96%
Utah,Magna,2,2,"1,385",10939,83.71%,9526,81.97%
Virginia,Appomattox County,2,1,"1,386",10941,83.73%,9527,81.98%
Virginia,Bowling Green,2,1,"1,387",10943,83.75%,9528,81.99%
Virginia,Charlottesville,2,2,"1,388",10945,83.76%,9530,82.01%
Virginia,Colonial Heights,2,1,"1,389",10947,83.78%,9531,82.02%
Virginia,Culpeper,2,1,"1,390",10949,83.79%,9532,82.02%
Virginia,Emporia,2,2,"1,391",10951,83.81%,9534,82.04%
Virginia,Fishersville,2,1,"1,392",10953,83.82%,9535,82.05%
Virginia,Forest,2,1,"1,393",10955,83.84%,9536,82.06%
Virginia,King George (county),2,2,"1,394",10957,83.85%,9538,82.08%
Virginia,Lynchburg,2,2,"1,395",10959,83.87%,9540,82.09%
Virginia,Onley,2,1,"1,396",10961,83.88%,9541,82.10%
Virginia,Rockbridge (county),2,1,"1,397",10963,83.90%,9542,82.11%
Virginia,Staunton,2,2,"1,398",10965,83.91%,9544,82.13%
Virginia,Stuarts Draft,2,1,"1,399",10967,83.93%,9545,82.14%
Virginia,Toano,2,1,"1,400",10969,83.94%,9546,82.14%
Virginia,Vansant,2,1,"1,401",10971,83.96%,9547,82.15%
Washington,Belfair,2,2,"1,402",10973,83.97%,9549,82.17%
Washington,Bremerton (East Bremerton),2,1,"1,403",10975,83.99%,9550,82.18%
Washington,Elk Plain,2,1,"1,404",10977,84.01%,9551,82.19%
Washington,Franklin (county),2,1,"1,405",10979,84.02%,9552,82.20%
Washington,Lakewood,2,2,"1,406",10981,84.04%,9554,82.21%
Washington,Moses Lake,2,2,"1,407",10983,84.05%,9556,82.23%
Washington,Mountlake Terrace,2,1,"1,408",10985,84.07%,9557,82.24%
Washington,Nooksack,2,1,"1,409",10987,84.08%,9558,82.25%
Washington,Parkland,2,2,"1,410",10989,84.10%,9560,82.26%
Washington,Port Ludlow,2,2,"1,411",10991,84.11%,9562,82.28%
Washington,Poulsbo,2,1,"1,412",10993,84.13%,9563,82.29%
Washington,Seattle (Skyway),2,2,"1,413",10995,84.14%,9565,82.31%
Washington,Seattle (White Center),2,2,"1,414",10997,84.16%,9567,82.33%
Washington,Tacoma (Fife),2,1,"1,415",10999,84.17%,9568,82.33%
Washington,Woodland,2,2,"1,416",11001,84.19%,9570,82.35%
West Virginia,Athens,2,1,"1,417",11003,84.20%,9571,82.36%
West Virginia,Beckley,2,2,"1,418",11005,84.22%,9573,82.38%
West Virginia,Bluefield,2,2,"1,419",11007,84.24%,9575,82.39%
West Virginia,Charles Town,2,1,"1,420",11009,84.25%,9576,82.40%
West Virginia,Fairmont,2,2,"1,421",11011,84.27%,9578,82.42%
West Virginia,Morgantown,2,2,"1,422",11013,84.28%,9580,82.44%
West Virginia,Summers (county),2,1,"1,423",11015,84.30%,9581,82.45%
Wisconsin,Arkdale (Big Flats),2,1,"1,424",11017,84.31%,9582,82.45%
Wisconsin,Beloit,2,2,"1,425",11019,84.33%,9584,82.47%
Wisconsin,Edgewater,2,1,"1,426",11021,84.34%,9585,82.48%
Wisconsin,Elkhorn,2,1,"1,427",11023,84.36%,9586,82.49%
Wisconsin,Fond Du Lac,2,1,"1,428",11025,84.37%,9587,82.50%
Wisconsin,Garden Valley,2,1,"1,429",11027,84.39%,9588,82.51%
Wisconsin,Gillett,2,1,"1,430",11029,84.40%,9589,82.51%
Wisconsin,Hull,2,1,"1,431",11031,84.42%,9590,82.52%
Wisconsin,Kenosha,2,2,"1,432",11033,84.43%,9592,82.54%
Wisconsin,Marshall,2,2,"1,433",11035,84.45%,9594,82.56%
Wisconsin,Mazomanie,2,1,"1,434",11037,84.46%,9595,82.57%
Wisconsin,Monroe,2,2,"1,435",11039,84.48%,9597,82.58%
Wisconsin,Montfort,2,1,"1,436",11041,84.50%,9598,82.59%
Wisconsin,Muskego,2,1,"1,437",11043,84.51%,9599,82.60%
Wisconsin,Oshkosh,2,2,"1,438",11045,84.53%,9601,82.62%
Wisconsin,Pleasant Prairie,2,1,"1,439",11047,84.54%,9602,82.63%
Wisconsin,West Allis,2,2,"1,440",11049,84.56%,9604,82.64%
Wyoming,Lingle,2,1,"1,441",11051,84.57%,9605,82.65%
Wyoming,Riverton,2,2,"1,442",11053,84.59%,9607,82.67%
Alabama,Andalusia,1,1,"1,443",11054,84.59%,9608,82.68%
Alabama,Auburn,1,1,"1,444",11055,84.60%,9609,82.69%
Alabama,Baldwin County,1,1,"1,445",11056,84.61%,9610,82.70%
Alabama,Bessemer (Brighton),1,1,"1,446",11057,84.62%,9611,82.70%
Alabama,Bibb (county),1,1,"1,447",11058,84.63%,9612,82.71%
Alabama,Birmingham (Center Point),1,1,"1,448",11059,84.63%,9613,82.72%
Alabama,Birmingham (Forestdale),1,1,"1,449",11060,84.64%,9614,82.73%
Alabama,Birmingham (Midfield),1,1,"1,450",11061,84.65%,9615,82.74%
Alabama,Birmingham (Tarrant),1,1,"1,451",11062,84.66%,9616,82.75%
Alabama,Brewton,1,1,"1,452",11063,84.66%,9617,82.76%
Alabama,Brundidge,1,1,"1,453",11064,84.67%,9618,82.76%
Alabama,Butler (county),1,1,"1,454",11065,84.68%,9619,82.77%
Alabama,Camp Hill,1,1,"1,455",11066,84.69%,9620,82.78%
Alabama,Center Point,1,1,"1,456",11067,84.69%,9621,82.79%
Alabama,Chunchula,1,1,"1,457",11068,84.70%,9622,82.80%
Alabama,Collinsville,1,1,"1,458",11069,84.71%,9623,82.81%
Alabama,Conecuh (county),1,1,"1,459",11070,84.72%,9624,82.82%
Alabama,Coosa County,1,1,"1,460",11071,84.72%,9625,82.82%
Alabama,Crossville,1,1,"1,461",11072,84.73%,9626,82.83%
Alabama,Cullman (county),1,1,"1,462",11073,84.74%,9627,82.84%
Alabama,Cusseta,1,1,"1,463",11074,84.75%,9628,82.85%
Alabama,Dallas (county),1,1,"1,464",11075,84.76%,9629,82.86%
Alabama,Dallas County,1,1,"1,465",11076,84.76%,9630,82.87%
Alabama,Daphne,1,1,"1,466",11077,84.77%,9631,82.88%
Alabama,DeKalb (county),1,1,"1,467",11078,84.78%,9632,82.88%
Alabama,Demopolis,1,1,"1,468",11079,84.79%,9633,82.89%
Alabama,Escambia (county),1,1,"1,469",11080,84.79%,9634,82.90%
Alabama,Eufaula,1,1,"1,470",11081,84.80%,9635,82.91%
Alabama,Eutaw,1,1,"1,471",11082,84.81%,9636,82.92%
Alabama,Florala,1,1,"1,472",11083,84.82%,9637,82.93%
Alabama,Foley,1,1,"1,473",11084,84.82%,9638,82.94%
Alabama,Forkland,1,1,"1,474",11085,84.83%,9639,82.94%
Alabama,Fultondale,1,1,"1,475",11086,84.84%,9640,82.95%
Alabama,Grant,1,1,"1,476",11087,84.85%,9641,82.96%
Alabama,Greensboro,1,1,"1,477",11088,84.85%,9642,82.97%
Alabama,Greenville,1,1,"1,478",11089,84.86%,9643,82.98%
Alabama,Grove Hill,1,1,"1,479",11090,84.87%,9644,82.99%
Alabama,Harvest,1,1,"1,480",11091,84.88%,9645,83.00%
Alabama,Helena,1,1,"1,481",11092,84.89%,9646,83.00%
Alabama,Henagar,1,1,"1,482",11093,84.89%,9647,83.01%
Alabama,Homewood,1,1,"1,483",11094,84.90%,9648,83.02%
Alabama,Houston (county),1,1,"1,484",11095,84.91%,9649,83.03%
Alabama,Irondale,1,1,"1,485",11096,84.92%,9650,83.04%
Alabama,Jemison,1,1,"1,486",11097,84.92%,9651,83.05%
Alabama,Lafayette,1,1,"1,487",11098,84.93%,9652,83.06%
Alabama,Langston,1,1,"1,488",11099,84.94%,9653,83.07%
Alabama,Lawrence County,1,1,"1,489",11100,84.95%,9654,83.07%
Alabama,Limestone (county),1,1,"1,490",11101,84.95%,9655,83.08%
Alabama,Marshall County,1,1,"1,491",11102,84.96%,9656,83.09%
Alabama,Mobile (Chickasaw),1,1,"1,492",11103,84.97%,9657,83.10%
Alabama,Mobile (county),1,1,"1,493",11104,84.98%,9658,83.11%
Alabama,Morris,1,1,"1,494",11105,84.99%,9659,83.12%
Alabama,Moulton,1,1,"1,495",11106,84.99%,9660,83.13%
Alabama,Mulga,1,1,"1,496",11107,85.00%,9661,83.13%
Alabama,New Brockton,1,1,"1,497",11108,85.01%,9662,83.14%
Alabama,New Market,1,1,"1,498",11109,85.02%,9663,83.15%
Alabama,Northport,1,1,"1,499",11110,85.02%,9664,83.16%
Alabama,Owens Cross Roads,1,1,"1,500",11111,85.03%,9665,83.17%
Alabama,Rosalie,1,1,"1,501",11112,85.04%,9666,83.18%
Alabama,Semmes,1,1,"1,502",11113,85.05%,9667,83.19%
Alabama,Shelby (county),1,1,"1,503",11114,85.05%,9668,83.19%
Alabama,Silverhill,1,1,"1,504",11115,85.06%,9669,83.20%
Alabama,Slocomb,1,1,"1,505",11116,85.07%,9670,83.21%
Alabama,Somerville,1,1,"1,506",11117,85.08%,9671,83.22%
Alabama,Tallapoosa County,1,1,"1,507",11118,85.08%,9672,83.23%
Alabama,Tarrant,1,1,"1,508",11119,85.09%,9673,83.24%
Alabama,Theodore,1,1,"1,509",11120,85.10%,9674,83.25%
Alabama,Union Springs,1,1,"1,510",11121,85.11%,9675,83.25%
Alabama,Walker (county),1,1,"1,511",11122,85.12%,9676,83.26%
Alabama,Walker County,1,1,"1,512",11123,85.12%,9677,83.27%
Alabama,Ward,1,1,"1,513",11124,85.13%,9678,83.28%
Alaska,Bethel,1,1,"1,514",11125,85.14%,9679,83.29%
Alaska,Coldfoot,1,1,"1,515",11126,85.15%,9680,83.30%
Alaska,Kodiak,1,1,"1,516",11127,85.15%,9681,83.31%
Alaska,Lower Kalskag,1,1,"1,517",11128,85.16%,9682,83.31%
Alaska,Marshall,1,1,"1,518",11129,85.17%,9683,83.32%
Alaska,Palmer,1,1,"1,519",11130,85.18%,9684,83.33%
Alaska,Platinum,1,1,"1,520",11131,85.18%,9685,83.34%
Alaska,Selawik,1,1,"1,521",11132,85.19%,9686,83.35%
Alaska,Seward,1,1,"1,522",11133,85.20%,9687,83.36%
Alaska,Sterling,1,1,"1,523",11134,85.21%,9688,83.37%
Alaska,Unalakleet,1,1,"1,524",11135,85.21%,9689,83.37%
Arizona,Bullhead City,1,1,"1,525",11136,85.22%,9690,83.38%
Arizona,Casa Grande,1,1,"1,526",11137,85.23%,9691,83.39%
Arizona,Eagar,1,1,"1,527",11138,85.24%,9692,83.40%
Arizona,Fort Mohave,1,1,"1,528",11139,85.25%,9693,83.41%
Arizona,Golden Valley,1,1,"1,529",11140,85.25%,9694,83.42%
Arizona,Guadalupe,1,1,"1,530",11141,85.26%,9695,83.43%
Arizona,Kearny,1,1,"1,531",11142,85.27%,9696,83.44%
Arizona,Maricopa,1,1,"1,532",11143,85.28%,9697,83.44%
Arizona,Morenci,1,1,"1,533",11144,85.28%,9698,83.45%
Arizona,Pinal County,1,1,"1,534",11145,85.29%,9699,83.46%
Arizona,Prescott,1,1,"1,535",11146,85.30%,9700,83.47%
Arizona,Quartzsite,1,1,"1,536",11147,85.31%,9701,83.48%
Arizona,Red Rock,1,1,"1,537",11148,85.31%,9702,83.49%
Arizona,Sedona,1,1,"1,538",11149,85.32%,9703,83.50%
Arizona,Sierra Vista,1,1,"1,539",11150,85.33%,9704,83.50%
Arizona,Wilhoit,1,1,"1,540",11151,85.34%,9705,83.51%
Arkansas,Arkadelphia,1,1,"1,541",11152,85.34%,9706,83.52%
Arkansas,Batesville,1,1,"1,542",11153,85.35%,9707,83.53%
Arkansas,Bay,1,1,"1,543",11154,85.36%,9708,83.54%
Arkansas,Bismarck,1,1,"1,544",11155,85.37%,9709,83.55%
Arkansas,Cabot,1,1,"1,545",11156,85.38%,9710,83.56%
Arkansas,Charleston,1,1,"1,546",11157,85.38%,9711,83.56%
Arkansas,Craighead (county),1,1,"1,547",11158,85.39%,9712,83.57%
Arkansas,Greene (county),1,1,"1,548",11159,85.40%,9713,83.58%
Arkansas,Helena-West Helena,1,1,"1,549",11160,85.41%,9714,83.59%
Arkansas,Hope,1,1,"1,550",11161,85.41%,9715,83.60%
Arkansas,Hot Springs,1,1,"1,551",11162,85.42%,9716,83.61%
Arkansas,Hot Springs National Park,1,1,"1,552",11163,85.43%,9717,83.62%
Arkansas,Johnson (county),1,1,"1,553",11164,85.44%,9718,83.62%
Arkansas,LeFlore (county),1,1,"1,554",11165,85.44%,9719,83.63%
Arkansas,Logan County,1,1,"1,555",11166,85.45%,9720,83.64%
Arkansas,Lonoke,1,1,"1,556",11167,85.46%,9721,83.65%
Arkansas,Malvern,1,1,"1,557",11168,85.47%,9722,83.66%
Arkansas,Manila,1,1,"1,558",11169,85.47%,9723,83.67%
Arkansas,Miller County,1,1,"1,559",11170,85.48%,9724,83.68%
Arkansas,Monticello,1,1,"1,560",11171,85.49%,9725,83.68%
Arkansas,Newport,1,1,"1,561",11172,85.50%,9726,83.69%
Arkansas,Osceola,1,1,"1,562",11173,85.51%,9727,83.70%
Arkansas,Paragould,1,1,"1,563",11174,85.51%,9728,83.71%
Arkansas,Perry County,1,1,"1,564",11175,85.52%,9729,83.72%
Arkansas,Poinsett,1,1,"1,565",11176,85.53%,9730,83.73%
Arkansas,Randolph (county),1,1,"1,566",11177,85.54%,9731,83.74%
Arkansas,Rose Bud,1,1,"1,567",11178,85.54%,9732,83.74%
Arkansas,Union County,1,1,"1,568",11179,85.55%,9733,83.75%
Arkansas,Van Buren,1,1,"1,569",11180,85.56%,9734,83.76%
California,Acampo,1,1,"1,570",11181,85.57%,9735,83.77%
California,Aguanga,1,1,"1,571",11182,85.57%,9736,83.78%
California,Alameda,1,1,"1,572",11183,85.58%,9737,83.79%
California,Antelope Valley,1,1,"1,573",11184,85.59%,9738,83.80%
California,Apple Valley,1,1,"1,574",11185,85.60%,9739,83.81%
California,Arcadia,1,1,"1,575",11186,85.60%,9740,83.81%
California,Arcata,1,1,"1,576",11187,85.61%,9741,83.82%
California,Arleta,1,1,"1,577",11188,85.62%,9742,83.83%
California,Arvin,1,1,"1,578",11189,85.63%,9743,83.84%
California,Baldwin Park,1,1,"1,579",11190,85.64%,9744,83.85%
California,Baldwin Park (Irwindale),1,1,"1,580",11191,85.64%,9745,83.86%
California,Bay Point,1,1,"1,581",11192,85.65%,9746,83.87%
California,Beaumont,1,1,"1,582",11193,85.66%,9747,83.87%
California,Bellflower,1,1,"1,583",11194,85.67%,9748,83.88%
California,Berkeley,1,1,"1,584",11195,85.67%,9749,83.89%
California,Boulder Creek,1,1,"1,585",11196,85.68%,9750,83.90%
California,Boyle Heights,1,1,"1,586",11197,85.69%,9751,83.91%
California,Calexico,1,1,"1,587",11198,85.70%,9752,83.92%
California,Calimesa,1,1,"1,588",11199,85.70%,9753,83.93%
California,Camp Pendleton,1,1,"1,589",11200,85.71%,9754,83.93%
California,Carmel Valley,1,1,"1,590",11201,85.72%,9755,83.94%
California,Cedar Glen,1,1,"1,591",11202,85.73%,9756,83.95%
California,Ceres,1,1,"1,592",11203,85.74%,9757,83.96%
California,Cerritos,1,1,"1,593",11204,85.74%,9758,83.97%
California,Chico,1,1,"1,594",11205,85.75%,9759,83.98%
California,Chino,1,1,"1,595",11206,85.76%,9760,83.99%
California,Clovis,1,1,"1,596",11207,85.77%,9761,83.99%
California,Coalinga,1,1,"1,597",11208,85.77%,9762,84.00%
California,Colton,1,1,"1,598",11209,85.78%,9763,84.01%
California,Covina,1,1,"1,599",11210,85.79%,9764,84.02%
California,Cudahy,1,1,"1,600",11211,85.80%,9765,84.03%
California,Cutler,1,1,"1,601",11212,85.80%,9766,84.04%
California,Cutten,1,1,"1,602",11213,85.81%,9767,84.05%
California,Del Rey,1,1,"1,603",11214,85.82%,9768,84.05%
California,Dinuba,1,1,"1,604",11215,85.83%,9769,84.06%
California,Dixon,1,1,"1,605",11216,85.83%,9770,84.07%
California,Dos Palos,1,1,"1,606",11217,85.84%,9771,84.08%
California,Duarte,1,1,"1,607",11218,85.85%,9772,84.09%
California,Dunlap,1,1,"1,608",11219,85.86%,9773,84.10%
California,Dunsmuir,1,1,"1,609",11220,85.87%,9774,84.11%
California,Eastvale,1,1,"1,610",11221,85.87%,9775,84.11%
California,El Cerrito,1,1,"1,611",11222,85.88%,9776,84.12%
California,El Dorado Hills,1,1,"1,612",11223,85.89%,9777,84.13%
California,El Segundo,1,1,"1,613",11224,85.90%,9778,84.14%
California,Emeryville,1,1,"1,614",11225,85.90%,9779,84.15%
California,Encinitas,1,1,"1,615",11226,85.91%,9780,84.16%
California,Farmersville,1,1,"1,616",11227,85.92%,9781,84.17%
California,Firebaugh,1,1,"1,617",11228,85.93%,9782,84.18%
California,Fortuna,1,1,"1,618",11229,85.93%,9783,84.18%
California,Garden Grove,1,1,"1,619",11230,85.94%,9784,84.19%
California,Gerber,1,1,"1,620",11231,85.95%,9785,84.20%
California,Gilroy,1,1,"1,621",11232,85.96%,9786,84.21%
California,Grand Terrace,1,1,"1,622",11233,85.96%,9787,84.22%
California,Grass Valley (Alta Sierra),1,1,"1,623",11234,85.97%,9788,84.23%
California,Gustine (Santa Nella),1,1,"1,624",11235,85.98%,9789,84.24%
California,Harbor City,1,1,"1,625",11236,85.99%,9790,84.24%
California,Hesperia,1,1,"1,626",11237,86.00%,9791,84.25%
California,Hoopa,1,1,"1,627",11238,86.00%,9792,84.26%
California,Huntington Beach,1,1,"1,628",11239,86.01%,9793,84.27%
California,Inyokern,1,1,"1,629",11240,86.02%,9794,84.28%
California,Isleton,1,1,"1,630",11241,86.03%,9795,84.29%
California,Jarupa Valley,1,1,"1,631",11242,86.03%,9796,84.30%
California,Kings (county),1,1,"1,632",11243,86.04%,9797,84.30%
California,Klamath,1,1,"1,633",11244,86.05%,9798,84.31%
California,La Mesa,1,1,"1,634",11245,86.06%,9799,84.32%
California,La Quinta,1,1,"1,635",11246,86.06%,9800,84.33%
